group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,test,football is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8419087727864584,-0.9877738356590271|-0.9890162348747253|-0.5489362478256226,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6142581105232239,0.9724024534225464|0.5955249071121216|0.6142581105232239,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|boy,
Word,word_group,test,soccer is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9302065372467041,-0.9996578693389893|-0.9952101111412048|-0.7957516312599182,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8226163983345032,0.9900346398353577|0.7572600841522217|0.8226163983345032,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|charlie,
Word,word_group,test,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.996792733669281,-0.9961481094360352|-0.9974373579025269,Canonical,,(play_game charlie soccer),0.9583855867385864,0.9583855867385864,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,test,soccer is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8375586072603861,-0.9878536462783813|-0.9891034364700317|-0.5357187390327454,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.6098920702934265,0.9724457859992981|0.5907269716262817|0.6098920702934265,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|charlie,
Sentence,sentence_group,train,boy beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.939993679523468,-0.9479324221611023|-0.9509366750717163|-0.9211119413375854,Canonical,-0.025680452585220337,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8263431191444397,0.9075115323066711|0.7965356111526489|0.8263431191444397,,0.7965356111526489,,0,3,3,,,,True,1.0,-0.9568905035654703,boy|beats|sophia,0.9075115323066711
Sentence,sentence_group,train,boy beats sophia in bathroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street),-0.7510864755937031,-0.7934141159057617|-0.958048403263092|-0.7967057228088379|-0.16001756489276886|-0.7784110903739929|-0.9351263046264648|-0.8358821272850037,Location,-0.4390325446923574,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom))",0.13995695114135742,0.8572815656661987|0.6945322155952454|0.18515470623970032|0.13995695114135742,0.18515470623970032,0.6945322155952454,,1,7,4,,,,False,1.0,-0.8439340250832694,boy|beats|sophia|in|bathroom,0.8572815656661987
Sentence,sentence_group,train,boy beats sophia in bedroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street),-0.9130099075181144,-0.973834216594696|-0.9245051145553589|-0.9132470488548279|-0.7123010754585266|-0.8833574652671814|-0.9950539469718933|-0.9887704849243164,Location,-0.11340679725011193,"(win charlie)|(lose sophia)|(and (location charlie bedroom) (location sophia bedroom))|(and (win charlie)
     (location charlie bedroom)
     (lose sophia)
     (location sophia bedroom))",0.7648317217826843,0.9315870404243469|0.8542411923408508|0.8488873243331909|0.7648317217826843,0.8488873243331909,0.8542411923408508,,1,7,4,,,,False,1.0,-0.917270839214325,boy|beats|sophia|in|bedroom,0.9315870404243469
Sentence,sentence_group,train,boy beats sophia in playground,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom),-0.7906867052827563,-0.8726035952568054|-0.9628838300704956|-0.8865660429000854|-0.8625077605247498|-0.8900436758995056|-0.5728983879089355|-0.48730364441871643,Location,-0.22740850845972693,"(win charlie)|(lose sophia)|(and (location charlie playground) (location sophia playground))|(and (win charlie)
     (location charlie playground)
     (lose sophia)
     (location sophia playground))",0.5650998950004578,0.8618089556694031|0.8333650827407837|0.6823511719703674|0.5650998950004578,0.6823511719703674,0.8333650827407837,,1,7,4,,,,False,1.0,-0.8390966653823853,boy|beats|sophia|in|playground,0.8618089556694031
Sentence,sentence_group,train,boy beats sophia in shower,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street),-0.7505063946757998,-0.791971743106842|-0.958059549331665|-0.7956491708755493|-0.16011561453342438|-0.7774928212165833|-0.9343173503875732|-0.8359385132789612,Location,-0.4388719002405802,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom))",0.13983991742134094,0.8564338088035583|0.6944632530212402|0.18523839116096497|0.13983991742134094,0.18523839116096497,0.6944632530212402,,1,7,4,,,,False,1.0,-0.8439340250832694,boy|beats|sophia|in|shower,0.8564338088035583
Sentence,sentence_group,train,boy beats sophia in street,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom),-0.9186361261776516,-0.8705610632896423|-0.875598132610321|-0.8271804451942444|-0.9693771004676819|-0.97183758020401|-0.9623767733573914|-0.9535217881202698,Location,-0.2425728514790535,"(win charlie)|(lose sophia)|(and (location charlie street) (location sophia street))|(and (win charlie)
     (location charlie street)
     (lose sophia)
     (location sophia street))",0.2514798641204834,0.5146315097808838|0.02017410844564438|0.9473525285720825|0.2514798641204834,0.9473525285720825,0.02017410844564438,,1,7,4,,,,False,1.0,-0.9861629009246826,boy|beats|sophia|in|street,0.5146315097808838
Sentence,sentence_group,train,boy beats sophia inside,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street),-0.909438397203173,-0.9727429747581482|-0.9294185042381287|-0.9161813855171204|-0.6910712122917175|-0.8838430047035217|-0.9947661757469177|-0.9780455231666565,Location,-0.12300960222880042,"(win charlie)|(lose sophia)|(or (and (location charlie bathroom) (location sophia bathroom)) (and (location charlie bedroom) (location sophia bedroom)))|(or (and (win charlie)
         (location charlie bathroom)
         (lose sophia)
         (location sophia bathroom))
    (and (win charlie)
         (location charlie bedroom)
         (lose sophia)
         (location sophia bedroom)))",0.7401539087295532,0.9331015944480896|0.8422122597694397|0.8141766786575317|0.7401539087295532,0.8141766786575317,0.8422122597694397,,1,7,4,,,,False,1.0,-0.9130522183009556,boy|beats|sophia|inside,0.9331015944480896
Sentence,sentence_group,train,boy beats sophia outside,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom),-0.8277166570935931,-0.8906667828559875|-0.9423182606697083|-0.8831725120544434|-0.897061824798584|-0.9207529425621033|-0.6797417402267456|-0.5803025364875793,Location,-0.2163548469543457,"(win charlie)|(lose sophia)|(or (and (location charlie playground) (location sophia playground)) (and (location charlie street) (location sophia street)))|(or (and (win charlie)
         (location charlie playground)
         (lose sophia)
         (location sophia playground))
    (and (win charlie)
         (location charlie street)
         (lose sophia)
         (location sophia street)))",0.519286572933197,0.8009957671165466|0.6739487648010254|0.7319797277450562|0.519286572933197,0.7319797277450562,0.6739487648010254,,1,7,4,,,,False,1.0,-0.8680891054017204,boy|beats|sophia|outside,0.8009957671165466
Sentence,sentence_group,train,boy beats sophia with difficulty,(win heidi)|(win sophia)|(lose charlie)|(win_manner with_ease),-0.6493207663297653,-0.7411144375801086|-0.8468670845031738|-0.7320261001586914|-0.2772754430770874,Manner,-0.4227616886297862,(win charlie)|(lose sophia)|(win_manner with_difficulty)|(and (win charlie) (lose sophia) (win_manner with_difficulty)),0.05208783969283104,0.7224867343902588|0.6413681507110596|0.06069369986653328|0.05208783969283104,,0.6413681507110596,0.06069369986653328,1,4,4,,,,False,1.0,-0.7244838252663612,boy|beats|sophia|with|difficulty,0.7224867343902588
Sentence,sentence_group,train,boy beats sophia with difficulty in bathroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_ease),-0.4362893325742334,-0.2230137288570404|-0.8621808290481567|-0.39882877469062805|0.008425535634160042|-0.21670901775360107|-0.33677953481674194|-0.8917491436004639|-0.5694791674613953,Location+Manner,-0.2266264958307147,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom)
     (win_manner with_difficulty))",0.002685064449906349,0.3657148480415344|0.4167465269565582|0.04985116794705391|0.08493369817733765|0.002685064449906349,0.04985116794705391,0.4167465269565582,0.08493369817733765,2,8,5,,,,False,1.0,-0.7245512548834085,boy|beats|sophia|with|difficulty|in|bathroom,0.3657148480415344
Sentence,sentence_group,train,boy beats sophia with difficulty in bedroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_ease),-0.5466121546924114,-0.6143660545349121|-0.7480509877204895|-0.5825551748275757|-0.3784256875514984|-0.008735299110412598|-0.7294987440109253|-0.840194582939148|-0.47107070684432983,Location+Manner,-0.32946006022393703,"(win charlie)|(lose sophia)|(and (location charlie bedroom) (location sophia bedroom))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie bedroom)
     (lose sophia)
     (location sophia bedroom)
     (win_manner with_difficulty))",0.008771819993853569,0.5914850234985352|0.4653435945510864|0.21349048614501953|0.0826084166765213|0.008771819993853569,0.21349048614501953,0.4653435945510864,0.0826084166765213,2,8,5,,,,False,1.0,-0.6904224529862404,boy|beats|sophia|with|difficulty|in|bedroom,0.5914850234985352
Sentence,sentence_group,train,boy beats sophia with difficulty in playground,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom)|(win_manner with_ease),-0.4399054539971985,-0.4838202893733978|-0.8924086689949036|-0.5672271847724915|-0.3855864703655243|-0.5830317139625549|-0.002878610510379076|-0.2886545956134796|-0.3156360983848572,Location+Manner,-0.37939876317977905,"(win charlie)|(lose sophia)|(and (location charlie playground) (location sophia playground))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie playground)
     (lose sophia)
     (location sophia playground)
     (win_manner with_difficulty))",0.012284941971302032,0.5859708786010742|0.6489786505699158|0.26635944843292236|0.06542584300041199|0.012284941971302032,0.26635944843292236,0.6489786505699158,0.06542584300041199,2,8,5,,,,False,1.0,-0.6714657675474882,boy|beats|sophia|with|difficulty|in|playground,0.5859708786010742
Sentence,sentence_group,train,boy beats sophia with difficulty in shower,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_ease),-0.4362554078688845,-0.22353509068489075|-0.8619385957717896|-0.4001355767250061|0.008481313474476337|-0.21639972925186157|-0.334661602973938|-0.8920762538909912|-0.5697777271270752,Location+Manner,-0.22652894188649952,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom)
     (win_manner with_difficulty))",0.002682839287444949,0.36555513739585876|0.41645780205726624|0.049797989428043365|0.08503619581460953|0.002682839287444949,0.049797989428043365,0.41645780205726624,0.08503619581460953,2,8,5,,,,False,1.0,-0.7245512548834085,boy|beats|sophia|with|difficulty|in|shower,0.36555513739585876
Sentence,sentence_group,train,boy beats sophia with difficulty in street,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom)|(win_manner with_ease),-0.4211353117134422,-0.7099767923355103|0.031728874891996384|-0.40145978331565857|-0.01864851452410221|-0.8789511322975159|-0.23819242417812347|-0.48959991335868835|-0.6639828085899353,Location+Manner,-0.5403650663793087,"(win charlie)|(lose sophia)|(and (location charlie street) (location sophia street))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie street)
     (lose sophia)
     (location sophia street)
     (win_manner with_difficulty))",-0.454558402299881,0.21585392951965332|-0.18087829649448395|0.17335467040538788|0.13489635288715363|-0.454558402299881,0.17335467040538788,-0.18087829649448395,0.13489635288715363,2,8,5,,,,False,1.0,-0.9031407237052917,boy|beats|sophia|with|difficulty|in|street,0.21585392951965332
Sentence,sentence_group,train,boy beats sophia with difficulty inside,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_ease),-0.5436519701033831,-0.548072338104248|-0.7586341500282288|-0.4915738105773926|-0.31751880049705505|-0.09049861133098602|-0.7298887968063354|-0.8924461603164673|-0.5205830931663513,Location+Manner,-0.31573118921369314,"(win charlie)|(lose sophia)|(or (and (location charlie bathroom) (location sophia bathroom)) (and (location charlie bedroom) (location sophia bedroom)))|(win_manner with_difficulty)|(or (and (win charlie)
         (location charlie bathroom)
         (lose sophia)
         (location sophia bathroom)
         (win_manner with_difficulty))
    (and (win charlie)
         (location charlie bedroom)
         (lose sophia)
         (location sophia bedroom)
         (win_manner with_difficulty)))",0.01143947895616293,0.539837658405304|0.42590224742889404|0.26064184308052063|0.08230092376470566|0.01143947895616293,0.26064184308052063,0.42590224742889404,0.08230092376470566,2,8,5,,,,False,1.0,-0.6965056080371141,boy|beats|sophia|with|difficulty|inside,0.539837658405304
Sentence,sentence_group,train,boy beats sophia with difficulty outside,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom)|(win_manner with_ease),-0.48810995928943157,-0.6085054278373718|-0.6887703537940979|-0.6087551116943359|-0.5358697772026062|-0.714201807975769|-0.0971856564283371|-0.3303036689758301|-0.3212878704071045,Location+Manner,-0.3513799784705043,"(win charlie)|(lose sophia)|(or (and (location charlie playground) (location sophia playground)) (and (location charlie street) (location sophia street)))|(win_manner with_difficulty)|(or (and (win charlie)
         (location charlie playground)
         (lose sophia)
         (location sophia playground)
         (win_manner with_difficulty))
    (and (win charlie)
         (location charlie street)
         (lose sophia)
         (location sophia street)
         (win_manner with_difficulty)))",0.012395032681524754,0.562717616558075|0.5304849743843079|0.28912353515625|0.07277391850948334|0.012395032681524754,0.28912353515625,0.5304849743843079,0.07277391850948334,2,8,5,,,,False,1.0,-0.7570632323622704,boy|beats|sophia|with|difficulty|outside,0.562717616558075
Sentence,sentence_group,train,boy beats sophia with ease,(win heidi)|(win sophia)|(lose charlie)|(win_manner with_difficulty),-0.8259095251560211,-0.982699990272522|-0.9841234087944031|-0.9712445139884949|-0.36557018756866455,Manner,-0.02814803520838416,(win charlie)|(lose sophia)|(win_manner with_ease)|(and (win charlie) (lose sophia) (win_manner with_ease)),0.7011456489562988,0.96172034740448|0.8803244829177856|0.34583622217178345|0.7011456489562988,,0.8803244829177856,0.34583622217178345,1,4,4,,,,False,1.0,-0.8235692009329796,boy|beats|sophia|with|ease,0.96172034740448
Sentence,sentence_group,train,boy beats sophia with ease in bathroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_difficulty),-0.6685027843341231,-0.8577196002006531|-0.9815047383308411|-0.8757053017616272|-0.12432653456926346|-0.5225241780281067|-0.9834057688713074|-0.8515439629554749|-0.15129218995571136,Location+Manner,-0.3993080258369446,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(win_manner with_ease)|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom)
     (win_manner with_ease))",0.08478090167045593,0.914753258228302|0.7425628304481506|0.14029276371002197|0.13874685764312744|0.08478090167045593,0.14029276371002197,0.7425628304481506,0.13874685764312744,2,8,5,,,,False,1.0,-0.7389323872339446,boy|beats|sophia|with|ease|in|bathroom,0.914753258228302
Sentence,sentence_group,train,boy beats sophia with ease in bedroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_difficulty),-0.91840560734272,-0.994590163230896|-0.9820950031280518|-0.9803412556648254|-0.7419179081916809|-0.8587034940719604|-0.9986188411712646|-0.9884065985679626|-0.8025715947151184,Location+Manner,-0.07303416728973389,"(win charlie)|(lose sophia)|(and (location charlie bedroom) (location sophia bedroom))|(win_manner with_ease)|(and (win charlie)
     (location charlie bedroom)
     (lose sophia)
     (location sophia bedroom)
     (win_manner with_ease))",0.806262731552124,0.9847005605697632|0.9551399350166321|0.8688948750495911|0.7084522247314453|0.806262731552124,0.8688948750495911,0.9551399350166321,0.7084522247314453,2,8,5,,,,False,1.0,-0.9330649897456169,boy|beats|sophia|with|ease|in|bedroom,0.9847005605697632
Sentence,sentence_group,train,boy beats sophia with ease in playground,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom)|(win_manner with_difficulty),-0.7346008028835058,-0.9369776844978333|-0.9708547592163086|-0.9181863069534302|-0.8529388904571533|-0.8967308402061462|-0.6987219452857971|-0.48428016901016235|-0.11811582744121552,Location+Manner,-0.20026475936174393,"(win charlie)|(lose sophia)|(and (location charlie playground) (location sophia playground))|(win_manner with_ease)|(and (win charlie)
     (location charlie playground)
     (lose sophia)
     (location sophia playground)
     (win_manner with_ease))",0.5226609706878662,0.9028568267822266|0.8562140464782715|0.7508212327957153|0.3818108141422272|0.5226609706878662,0.7508212327957153,0.8562140464782715,0.3818108141422272,2,8,5,,,,False,1.0,-0.7629731064662337,boy|beats|sophia|with|ease|in|playground,0.9028568267822266
Sentence,sentence_group,train,boy beats sophia with ease in shower,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_difficulty),-0.668556678108871,-0.8577854037284851|-0.9815636277198792|-0.8758681416511536|-0.12485230714082718|-0.5219512581825256|-0.9834164977073669|-0.8515115976333618|-0.15150459110736847,Location+Manner,-0.3993513882160187,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(win_manner with_ease)|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom)
     (win_manner with_ease))",0.08476224541664124,0.9148083329200745|0.7425910234451294|0.14026673138141632|0.13878844678401947|0.08476224541664124,0.14026673138141632,0.7425910234451294,0.13878844678401947,2,8,5,,,,False,1.0,-0.7389323872339446,boy|beats|sophia|with|ease|in|shower,0.9148083329200745
