group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,manner_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Word,word_group,train,soccer is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9894474446773529,-0.9841523766517639|-0.9947425127029419,Canonical,,(play_game charlie soccer),0.9689764380455017,0.9689764380455017,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|boy,
Word,word_group,train,soccer is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8933244148890177,-0.8265082836151123|-0.9367391467094421|-0.9167258143424988,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7227476239204407,0.9231607913970947|0.7405745983123779|0.7227476239204407,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|boy,
Word,word_group,test,boy plays football,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9891123473644257,-0.9837822318077087|-0.9944424629211426,Canonical,,(play_game charlie soccer),0.9672561883926392,0.9672561883926392,,,,0,2,1,,,,True,1.0,-1.0,boy|plays|football,
Word,word_group,test,boy plays football badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9285813967386881,-0.9918655157089233|-0.9878090023994446|-0.8060696721076965,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8150742650032043,0.9786099791526794|0.7509653568267822|0.8150742650032043,,,,1,3,3,,,,False,1.0,-0.9427472352981567,boy|plays|football|badly,
Word,word_group,test,boy plays football well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8837550282478333,-0.8149520754814148|-0.9420338869094849|-0.8942791223526001,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7166633009910583,0.9277383685112|0.732166588306427|0.7166633009910583,,,,1,3,3,,,,False,1.0,-0.8903494675954183,boy|plays|football|well,
Word,word_group,test,charlie plays soccer,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9892429709434509,-0.9840183258056641|-0.9944676160812378,Canonical,,(play_game charlie soccer),0.9677246809005737,0.9677246809005737,,,,0,2,1,,,,True,1.0,-1.0,charlie|plays|soccer,
Word,word_group,test,charlie plays soccer badly,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9287915825843811,-0.9921594858169556|-0.9879086017608643|-0.8063066601753235,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8152489066123962,0.9788181185722351|0.7511526942253113|0.8152489066123962,,,,1,3,3,,,,False,1.0,-0.9427472352981567,charlie|plays|soccer|badly,
Word,word_group,test,charlie plays soccer well,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8845612208048502,-0.8155971765518188|-0.9424344301223755|-0.8956520557403564,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7178382873535156,0.9285672903060913|0.7332984805107117|0.7178382873535156,,,,1,3,3,,,,False,1.0,-0.8903494675954183,charlie|plays|soccer|well,
Word,word_group,test,football is played badly by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9332728187243143,-0.9915185570716858|-0.9860849380493164|-0.8222149610519409,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8186162114143372,0.9771381616592407|0.7566280364990234|0.8186162114143372,,,,1,3,3,,,,False,1.0,-0.9427472352981567,football|is|played|badly|by|boy,
Word,word_group,test,football is played by boy,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.989753931760788,-0.9846262335777283|-0.9948816299438477,Canonical,,(play_game charlie soccer),0.9689039587974548,0.9689039587974548,,,,0,2,1,,,,True,1.0,-1.0,football|is|played|by|boy,
Word,word_group,test,football is played well by boy,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8916176954905192,-0.8233965635299683|-0.9353504180908203|-0.916106104850769,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7215476632118225,0.9218425750732422|0.7398553490638733|0.7215476632118225,,,,1,3,3,,,,False,1.0,-0.8903494675954183,football|is|played|well|by|boy,
Word,word_group,test,soccer is played badly by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie well),-0.9334010481834412,-0.9919472336769104|-0.986453115940094|-0.8218027949333191,Manner,,(play_game charlie soccer)|(play_manner charlie badly)|(and (play_game charlie soccer) (play_manner charlie badly)),0.8187979459762573,0.9776202440261841|0.7566986083984375|0.8187979459762573,,,,1,3,3,,,,False,1.0,-0.9427472352981567,soccer|is|played|badly|by|charlie,
Word,word_group,test,soccer is played by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek),-0.9894589483737946,-0.9841844439506531|-0.994733452796936,Canonical,,(play_game charlie soccer),0.9689719676971436,0.9689719676971436,,,,0,2,1,,,,True,1.0,-1.0,soccer|is|played|by|charlie,
Word,word_group,test,soccer is played well by charlie,(play_game charlie chess)|(play_game charlie hide_n_seek)|(play_manner charlie badly),-0.8948989907900492,-0.8299264907836914|-0.938082218170166|-0.9166882634162903,Manner,,(play_game charlie soccer)|(play_manner charlie well)|(and (play_game charlie soccer) (play_manner charlie well)),0.7232809662818909,0.9239766001701355|0.7405729293823242|0.7232809662818909,,,,1,3,3,,,,False,1.0,-0.8903494675954183,soccer|is|played|well|by|charlie,
Sentence,sentence_group,train,boy beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9509697953859965,-0.9693958759307861|-0.946488618850708|-0.9370248913764954,Canonical,-0.01856517791748047,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8253355026245117,0.9081059694290161|0.7796953916549683|0.8253355026245117,,0.7796953916549683,,0,3,3,,,,True,1.0,-0.9568905035654703,boy|beats|sophia,0.9081059694290161
Sentence,sentence_group,train,boy beats sophia in bathroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street),-0.6681579795799085,-0.6277482509613037|-0.8570975661277771|-0.6506191492080688|0.028044389560818672|-0.8365064859390259|-0.8624602556228638|-0.8707185387611389,Location,-0.360234556098779,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom))",0.10064374655485153,0.6742074489593506|0.5808650851249695|0.12756237387657166|0.10064374655485153,0.12756237387657166,0.5808650851249695,,1,7,4,,,,False,1.0,-0.8439340250832694,boy|beats|sophia|in|bathroom,0.6742074489593506
Sentence,sentence_group,train,boy beats sophia in bedroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street),-0.8961840612547738,-0.94805908203125|-0.9105421304702759|-0.8937772512435913|-0.6762653589248657|-0.879705011844635|-0.9769690036773682|-0.9879705905914307,Location,-0.120186448097229,"(win charlie)|(lose sophia)|(and (location charlie bedroom) (location sophia bedroom))|(and (win charlie)
     (location charlie bedroom)
     (lose sophia)
     (location sophia bedroom))",0.7309623956680298,0.9062568545341492|0.8206369876861572|0.82655268907547|0.7309623956680298,0.82655268907547,0.8206369876861572,,1,7,4,,,,False,1.0,-0.917270839214325,boy|beats|sophia|in|bedroom,0.9062568545341492
Sentence,sentence_group,train,boy beats sophia in playground,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom),-0.7883515528270176,-0.8586283326148987|-0.9554926156997681|-0.8872973322868347|-0.8150987029075623|-0.9311293363571167|-0.5622459053993225|-0.5085686445236206,Location,-0.2060147523880005,"(win charlie)|(lose sophia)|(and (location charlie playground) (location sophia playground))|(and (win charlie)
     (location charlie playground)
     (lose sophia)
     (location sophia playground))",0.5597975254058838,0.8335597515106201|0.7970607280731201|0.6668163537979126|0.5597975254058838,0.6668163537979126,0.7970607280731201,,1,7,4,,,,False,1.0,-0.8390966653823853,boy|beats|sophia|in|playground,0.8335597515106201
Sentence,sentence_group,train,boy beats sophia in shower,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street),-0.6688682487500566,-0.6285731196403503|-0.8582691550254822|-0.6522281765937805|0.02776339091360569|-0.8370574116706848|-0.8630613684654236|-0.87065190076828,Location,-0.36093102395534515,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom))",0.10084594786167145,0.6755244731903076|0.5821694135665894|0.12763702869415283|0.10084594786167145,0.12763702869415283,0.5821694135665894,,1,7,4,,,,False,1.0,-0.8439340250832694,boy|beats|sophia|in|shower,0.6755244731903076
Sentence,sentence_group,train,boy beats sophia in street,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom),-0.9253578526633126,-0.9222530126571655|-0.8450432419776917|-0.8602889776229858|-0.9558181166648865|-0.9793950319290161|-0.9588562250137329|-0.95585036277771,Location,-0.23283579340204597,"(win charlie)|(lose sophia)|(and (location charlie street) (location sophia street))|(and (win charlie)
     (location charlie street)
     (lose sophia)
     (location sophia street))",0.25709521770477295,0.5294948816299438|-0.0026483419351279736|0.9429464936256409|0.25709521770477295,0.9429464936256409,-0.0026483419351279736,,1,7,4,,,,False,1.0,-0.9861629009246826,boy|beats|sophia|in|street,0.5294948816299438
Sentence,sentence_group,train,boy beats sophia inside,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street),-0.8912380252565656,-0.9388975501060486|-0.9121825695037842|-0.8860976099967957|-0.6540365219116211|-0.8903099894523621|-0.9791964888572693|-0.9779454469680786,Location,-0.12462794780731201,"(win charlie)|(lose sophia)|(or (and (location charlie bathroom) (location sophia bathroom)) (and (location charlie bedroom) (location sophia bedroom)))|(or (and (win charlie)
         (location charlie bathroom)
         (lose sophia)
         (location sophia bathroom))
    (and (win charlie)
         (location charlie bedroom)
         (lose sophia)
         (location sophia bedroom)))",0.7120509743690491,0.9010001420974731|0.8117613196372986|0.7972753047943115|0.7120509743690491,0.7972753047943115,0.8117613196372986,,1,7,4,,,,False,1.0,-0.9130522183009556,boy|beats|sophia|inside,0.9010001420974731
Sentence,sentence_group,train,boy beats sophia outside,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom),-0.8208894559315273,-0.8993019461631775|-0.928097128868103|-0.8968401551246643|-0.8577807545661926|-0.9389826059341431|-0.6437009572982788|-0.5815226435661316,Location,-0.2090721229712168,"(win charlie)|(lose sophia)|(or (and (location charlie playground) (location sophia playground)) (and (location charlie street) (location sophia street)))|(or (and (win charlie)
         (location charlie playground)
         (lose sophia)
         (location sophia playground))
    (and (win charlie)
         (location charlie street)
         (lose sophia)
         (location sophia street)))",0.49769631028175354,0.7900683283805847|0.6305737495422363|0.6996632218360901|0.49769631028175354,0.6996632218360901,0.6305737495422363,,1,7,4,,,,False,1.0,-0.8680891054017204,boy|beats|sophia|outside,0.7900683283805847
Sentence,sentence_group,train,boy beats sophia with difficulty,(win heidi)|(win sophia)|(lose charlie)|(win_manner with_ease),-0.5663760527968407,-0.5387315154075623|-0.6851844191551208|-0.5683586001396179|-0.47322967648506165,Manner,-0.2856463206311067,(win charlie)|(lose sophia)|(win_manner with_difficulty)|(and (win charlie) (lose sophia) (win_manner with_difficulty)),0.0328962616622448,0.47159749269485474|0.3959674835205078|0.08806277066469193|0.0328962616622448,,0.3959674835205078,0.08806277066469193,1,4,4,,,,False,1.0,-0.7244838252663612,boy|beats|sophia|with|difficulty,0.47159749269485474
Sentence,sentence_group,train,boy beats sophia with difficulty in bathroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_ease),-0.4574896520934999,-0.2512049376964569|-0.678797721862793|-0.482695609331131|0.03669099882245064|-0.46519213914871216|-0.30747249722480774|-0.8847126960754395|-0.6265326142311096,Location+Manner,-0.18899850139860064,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom)
     (win_manner with_difficulty))",0.0014069968601688743,0.2842615842819214|0.3404180109500885|0.027962755411863327|0.10897964239120483|0.0014069968601688743,0.027962755411863327,0.3404180109500885,0.10897964239120483,2,8,5,,,,False,1.0,-0.7245512548834085,boy|beats|sophia|with|difficulty|in|bathroom,0.2842615842819214
Sentence,sentence_group,train,boy beats sophia with difficulty in bedroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_ease),-0.4873707212973386,-0.6734441518783569|-0.5351831316947937|-0.5476343035697937|0.016383206471800804|-0.43539661169052124|-0.3975827991962433|-0.8206183910369873|-0.5054895877838135,Location+Manner,-0.2732073934748769,"(win charlie)|(lose sophia)|(and (location charlie bedroom) (location sophia bedroom))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie bedroom)
     (lose sophia)
     (location sophia bedroom)
     (win_manner with_difficulty))",0.00904176291078329,0.47694632411003113|0.2582632303237915|0.3138074576854706|0.07997961342334747|0.00904176291078329,0.3138074576854706,0.2582632303237915,0.07997961342334747,2,8,5,,,,False,1.0,-0.6904224529862404,boy|beats|sophia|with|difficulty|in|bedroom,0.47694632411003113
Sentence,sentence_group,train,boy beats sophia with difficulty in playground,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom)|(win_manner with_ease),-0.4969327198341489,-0.5846164226531982|-0.7724907994270325|-0.7494495511054993|-0.5405887365341187|-0.6239146590232849|-0.0638665035367012|-0.30472540855407715|-0.3358096778392792,Location+Manner,-0.335265907458961,"(win charlie)|(lose sophia)|(and (location charlie playground) (location sophia playground))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie playground)
     (lose sophia)
     (location sophia playground)
     (win_manner with_difficulty))",0.012665682472288609,0.527565062046051|0.4971699118614197|0.295389324426651|0.07160206139087677|0.012665682472288609,0.295389324426651,0.4971699118614197,0.07160206139087677,2,8,5,,,,False,1.0,-0.6714657675474882,boy|beats|sophia|with|difficulty|in|playground,0.527565062046051
Sentence,sentence_group,train,boy beats sophia with difficulty in shower,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_ease),-0.4587875106371939,-0.2521132528781891|-0.6792765855789185|-0.4840971529483795|0.03629462048411369|-0.4681098461151123|-0.3114229440689087|-0.8860964179039001|-0.6254785060882568,Location+Manner,-0.18934242520481348,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom)
     (win_manner with_difficulty))",0.0014198841527104378,0.2849403917789459|0.3409848213195801|0.0282837375998497|0.10884028673171997|0.0014198841527104378,0.0282837375998497,0.3409848213195801,0.10884028673171997,2,8,5,,,,False,1.0,-0.7245512548834085,boy|beats|sophia|with|difficulty|in|shower,0.2849403917789459
Sentence,sentence_group,train,boy beats sophia with difficulty in street,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom)|(win_manner with_ease),-0.5380205074325204,-0.6960580945014954|0.04170452803373337|-0.4417482614517212|-0.7070375084877014|-0.7470062971115112|-0.4156026840209961|-0.6389912366867065|-0.6994245052337646,Location+Manner,-0.11731495801359415,"(win charlie)|(lose sophia)|(and (location charlie street) (location sophia street))|(win_manner with_difficulty)|(and (win charlie)
     (location charlie street)
     (lose sophia)
     (location sophia street)
     (win_manner with_difficulty))",0.007097634486854076,0.170779287815094|-0.2895078957080841|0.4680333435535431|0.14834563434123993|0.007097634486854076,0.4680333435535431,-0.2895078957080841,0.14834563434123993,2,8,5,,,,False,1.0,-0.9031407237052917,boy|beats|sophia|with|difficulty|in|street,0.170779287815094
Sentence,sentence_group,train,boy beats sophia with difficulty inside,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_ease),-0.5099714396055788,-0.5449780821800232|-0.5879210829734802|-0.5182512998580933|0.025120707228779793|-0.5722643733024597|-0.49077507853507996|-0.8489865064620972|-0.5417158007621765,Location+Manner,-0.26419567596167326,"(win charlie)|(lose sophia)|(or (and (location charlie bathroom) (location sophia bathroom)) (and (location charlie bedroom) (location sophia bedroom)))|(win_manner with_difficulty)|(or (and (win charlie)
         (location charlie bathroom)
         (lose sophia)
         (location sophia bathroom)
         (win_manner with_difficulty))
    (and (win charlie)
         (location charlie bedroom)
         (lose sophia)
         (location sophia bedroom)
         (win_manner with_difficulty)))",0.009918523021042347,0.43150594830513|0.28576070070266724|0.2946849763393402|0.08450517058372498|0.009918523021042347,0.2946849763393402,0.28576070070266724,0.08450517058372498,2,8,5,,,,False,1.0,-0.6965056080371141,boy|beats|sophia|with|difficulty|inside,0.43150594830513
Sentence,sentence_group,train,boy beats sophia with difficulty outside,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom)|(win_manner with_ease),-0.5209517553448677,-0.6347532272338867|-0.45001834630966187|-0.6088907718658447|-0.6003272533416748|-0.7264057993888855|-0.14402011036872864|-0.5327568054199219|-0.4704417288303375,Location+Manner,-0.2534822290763259,"(win charlie)|(lose sophia)|(or (and (location charlie playground) (location sophia playground)) (and (location charlie street) (location sophia street)))|(win_manner with_difficulty)|(or (and (win charlie)
         (location charlie playground)
         (lose sophia)
         (location sophia playground)
         (win_manner with_difficulty))
    (and (win charlie)
         (location charlie street)
         (lose sophia)
         (location sophia street)
         (win_manner with_difficulty)))",0.010628839023411274,0.4020421504974365|0.22408099472522736|0.3299369215965271|0.10038420557975769|0.010628839023411274,0.3299369215965271,0.22408099472522736,0.10038420557975769,2,8,5,,,,False,1.0,-0.7570632323622704,boy|beats|sophia|with|difficulty|outside,0.4020421504974365
Sentence,sentence_group,train,boy beats sophia with ease,(win heidi)|(win sophia)|(lose charlie)|(win_manner with_difficulty),-0.8071210011839867,-0.9429770708084106|-0.9803737998008728|-0.9393804669380188|-0.3657526671886444,Manner,-0.03670298059781396,(win charlie)|(lose sophia)|(win_manner with_ease)|(and (win charlie) (lose sophia) (win_manner with_ease)),0.6788508892059326,0.9379710555076599|0.8657180666923523|0.3429724872112274|0.6788508892059326,,0.8657180666923523,0.3429724872112274,1,4,4,,,,False,1.0,-0.8235692009329796,boy|beats|sophia|with|ease,0.9379710555076599
Sentence,sentence_group,train,boy beats sophia with ease in bathroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_difficulty),-0.5838204869069159,-0.5474673509597778|-0.8400391340255737|-0.5641374588012695|0.05181926116347313|-0.8078051805496216|-0.8404078483581543|-0.8761770129203796|-0.24634917080402374,Location+Manner,-0.35990271531045437,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(win_manner with_ease)|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom)
     (win_manner with_ease))",0.06228203698992729,0.6898812055587769|0.682389497756958|0.12036285549402237|0.1961054503917694|0.06228203698992729,0.12036285549402237,0.682389497756958,0.1961054503917694,2,8,5,,,,False,1.0,-0.7389323872339446,boy|beats|sophia|with|ease|in|bathroom,0.6898812055587769
Sentence,sentence_group,train,boy beats sophia with ease in bedroom,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_difficulty),-0.9017027840018272,-0.9647248983383179|-0.9612943530082703|-0.9547600746154785|-0.692807674407959|-0.8849644064903259|-0.9645566940307617|-0.9895560145378113|-0.8009581565856934,Location+Manner,-0.07775898277759552,"(win charlie)|(lose sophia)|(and (location charlie bedroom) (location sophia bedroom))|(win_manner with_ease)|(and (win charlie)
     (location charlie bedroom)
     (lose sophia)
     (location sophia bedroom)
     (win_manner with_ease))",0.7785171866416931,0.9586264491081238|0.9263741374015808|0.8513763546943665|0.6887277364730835|0.7785171866416931,0.8513763546943665,0.9263741374015808,0.6887277364730835,2,8,5,,,,False,1.0,-0.9330649897456169,boy|beats|sophia|with|ease|in|bedroom,0.9586264491081238
Sentence,sentence_group,train,boy beats sophia with ease in playground,(win heidi)|(win sophia)|(lose charlie)|(location charlie bathroom)|(location sophia bathroom)|(location charlie bedroom)|(location sophia bedroom)|(win_manner with_difficulty),-0.7311000693589449,-0.890396237373352|-0.9606302976608276|-0.8833673596382141|-0.8715947866439819|-0.9514918923377991|-0.6835436224937439|-0.47814124822616577|-0.12963511049747467,Location+Manner,-0.19927316904067993,"(win charlie)|(lose sophia)|(and (location charlie playground) (location sophia playground))|(win_manner with_ease)|(and (win charlie)
     (location charlie playground)
     (lose sophia)
     (location sophia playground)
     (win_manner with_ease))",0.5083881616592407,0.8714066743850708|0.8432084321975708|0.7424232363700867|0.37360697984695435|0.5083881616592407,0.7424232363700867,0.8432084321975708,0.37360697984695435,2,8,5,,,,False,1.0,-0.7629731064662337,boy|beats|sophia|with|ease|in|playground,0.8714066743850708
Sentence,sentence_group,train,boy beats sophia with ease in shower,(win heidi)|(win sophia)|(lose charlie)|(location charlie playground)|(location sophia playground)|(location charlie street)|(location sophia street)|(win_manner with_difficulty),-0.5831585819832981,-0.5404833555221558|-0.8423811197280884|-0.5609384179115295|0.05189608410000801|-0.808482825756073|-0.8390802145004272|-0.87656569480896|-0.24923311173915863,Location+Manner,-0.3606543093919754,"(win charlie)|(lose sophia)|(and (location charlie bathroom) (location sophia bathroom))|(win_manner with_ease)|(and (win charlie)
     (location charlie bathroom)
     (lose sophia)
     (location sophia bathroom)
     (win_manner with_ease))",0.062079161405563354,0.6872745752334595|0.6842935681343079|0.12018634378910065|0.19917939603328705|0.062079161405563354,0.12018634378910065,0.6842935681343079,0.19917939603328705,2,8,5,,,,False,1.0,-0.7389323872339446,boy|beats|sophia|with|ease|in|shower,0.6872745752334595
