group_name,output_key,split,sentence,competing_formulas,competing_score,competing_scores,complexity_level,composition_preference,described_formulas,described_score,described_scores,location_score,lose_score,modifier_count,num_competing_events,num_described_events,play_score,play_toy_score,route_preference,systematicity_pattern_original,theoretical_max,theoretical_min,tokens,win_score
Sentence,sentence_group,train,charlie beats sophia,(win heidi)|(win sophia)|(lose charlie),-0.9577094515164694,-0.9722690582275391|-0.9544504284858704|-0.9464088678359985,Canonical,-0.020294487476348877,(win charlie)|(lose sophia)|(and (win charlie) (lose sophia)),0.8428489565849304,0.9237545728683472|0.8025323152542114|0.8428489565849304,,0.8025323152542114,0,3,3,,,,True,1.0,-0.9568905035654703,charlie|beats|sophia,0.9237545728683472
Sentence,sentence_group,train,charlie loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9349468350410461,-0.9403595924377441|-0.9440367221832275|-0.9204441905021667,Canonical,-0.028790771961212158,(win sophia)|(lose charlie)|(and (lose charlie) (win sophia)),0.8537285327911377,0.903254508972168|0.8617841005325317|0.8537285327911377,,0.8617841005325317,0,3,3,,,,True,1.0,-0.9643286069234213,charlie|loses|to|sophia,0.903254508972168
Sentence,sentence_group,train,heidi beats boy,(win charlie)|(win sophia)|(lose heidi),-0.9807046254475912,-0.9637309312820435|-0.9888515472412109|-0.989531397819519,Canonical,-0.032191187143325806,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.8999931812286377,0.9586793184280396|0.9056894183158875|0.8999931812286377,,0.9056894183158875,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|boy,0.9586793184280396
Sentence,sentence_group,train,heidi beats charlie,(win charlie)|(win sophia)|(lose heidi),-0.9813279310862223,-0.9648042917251587|-0.9893717765808105|-0.9898077249526978,Canonical,-0.032941341400146484,(win heidi)|(lose charlie)|(and (win heidi) (lose charlie)),0.8983218669891357,0.959111213684082|0.9034152030944824|0.8983218669891357,,0.9034152030944824,0,3,3,,,,True,1.0,-0.9862007300059,heidi|beats|charlie,0.959111213684082
Sentence,sentence_group,train,heidi loses to boy,(lose charlie)|(win heidi)|(win sophia),-0.8742539485295614,-0.8876573443412781|-0.9859876036643982|-0.7491168975830078,Canonical,-0.09015405178070068,(win charlie)|(lose heidi)|(and (lose heidi) (win charlie)),0.6523247361183167,0.8407192826271057|0.644238293170929|0.6523247361183167,,0.644238293170929,0,3,3,,,,True,1.0,-0.9786379535992941,heidi|loses|to|boy,0.8407192826271057
Sentence,sentence_group,train,heidi loses to charlie,(lose charlie)|(win heidi)|(win sophia),-0.8601179917653402,-0.8796607851982117|-0.9863875508308411|-0.7143056392669678,Canonical,-0.0942935049533844,(win charlie)|(lose heidi)|(and (lose heidi) (win charlie)),0.6464036107063293,0.8282533884048462|0.6531408429145813|0.6464036107063293,,0.6531408429145813,0,3,3,,,,True,1.0,-0.9786379535992941,heidi|loses|to|charlie,0.8282533884048462
Sentence,sentence_group,train,sophia beats heidi,(win charlie)|(win heidi)|(lose sophia),-0.9878672361373901,-0.9843341112136841|-0.9903038740158081|-0.9889637231826782,Canonical,-0.030289143323898315,(win sophia)|(lose heidi)|(and (win sophia) (lose heidi)),0.9134352207183838,0.9507790207862854|0.9366697072982788|0.9134352207183838,,0.9366697072982788,0,3,3,,,,True,1.0,-0.9908405145009359,sophia|beats|heidi,0.9507790207862854
Sentence,sentence_group,train,sophia loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.9770885507265726,-0.9845739603042603|-0.9594020843505859|-0.9872896075248718,Canonical,-0.03699350357055664,(win heidi)|(lose sophia)|(and (lose sophia) (win heidi)),0.8846656680107117,0.9403948187828064|0.9029235243797302|0.8846656680107117,,0.9029235243797302,0,3,3,,,,True,1.0,-0.9834784269332886,sophia|loses|to|heidi,0.9403948187828064
Sentence,sentence_group,test,boy beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.07341387371222179,-0.9872303009033203|0.5616772770881653|0.20531140267848969,Canonical,-0.3478497117757797,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.194256991147995,0.19995525479316711|0.8842581510543823|0.194256991147995,,0.8842581510543823,0,3,3,,,-0.3478497117757797,True,1.0,-0.9786379535992941,boy|beats|heidi,0.19995525479316711
Sentence,sentence_group,test,boy loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.7282987634340922,-0.8766602277755737|-0.3851594924926758|-0.9230765700340271,Canonical,-0.011506259441375732,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.8356483578681946,0.831068217754364|0.8632410168647766|0.8356483578681946,,0.8632410168647766,0,3,3,,,-0.011506259441375732,True,1.0,-0.9862007300059,boy|loses|to|heidi,0.831068217754364
Sentence,sentence_group,test,charlie beats heidi,(win heidi)|(win sophia)|(lose charlie),-0.06926274299621582,-0.9871885776519775|0.5596106052398682|0.21978974342346191,Canonical,-0.3470316454768181,(win charlie)|(lose heidi)|(and (win charlie) (lose heidi)),0.19597819447517395,0.2014646977186203|0.8845549821853638|0.19597819447517395,,0.8845549821853638,0,3,3,,,-0.3470316454768181,True,1.0,-0.9786379535992941,charlie|beats|heidi,0.2014646977186203
Sentence,sentence_group,test,charlie loses to heidi,(lose heidi)|(win charlie)|(win sophia),-0.572231063619256,-0.7854012846946716|0.021373601630330086|-0.9526655077934265,Canonical,0.012349516153335571,(win heidi)|(lose charlie)|(and (lose charlie) (win heidi)),0.7768540978431702,0.7513251900672913|0.7776839733123779|0.7768540978431702,,0.7776839733123779,0,3,3,,,0.012349516153335571,True,1.0,-0.9862007300059,charlie|loses|to|heidi,0.7513251900672913
Sentence,sentence_group,test,heidi beats sophia,(win charlie)|(win sophia)|(lose heidi),-0.9834695259730021,-0.9732177257537842|-0.9899086952209473|-0.9872821569442749,Canonical,-0.035330235958099365,(win heidi)|(lose sophia)|(and (win heidi) (lose sophia)),0.8936117887496948,0.9499607682228088|0.9079232811927795|0.8936117887496948,,0.9079232811927795,0,3,3,,,-0.035330235958099365,True,1.0,-0.9834784269332886,heidi|beats|sophia,0.9499607682228088
Sentence,sentence_group,test,heidi loses to sophia,(lose sophia)|(win charlie)|(win heidi),-0.9460907975832621,-0.9822729229927063|-0.8630332946777344|-0.9929661750793457,Canonical,-0.02926814556121826,(win sophia)|(lose heidi)|(and (lose heidi) (win sophia)),0.9168317317962646,0.9422416090965271|0.9499581456184387|0.9168317317962646,,0.9499581456184387,0,3,3,,,-0.02926814556121826,True,1.0,-0.9908405145009359,heidi|loses|to|sophia,0.9422416090965271
Sentence,sentence_group,test,sophia beats boy,(win charlie)|(win heidi)|(lose sophia),-0.45225555698076886,0.17187175154685974|-0.9690200090408325|-0.5596184134483337,Canonical,0.10036526620388031,(win sophia)|(lose charlie)|(and (win sophia) (lose charlie)),0.590205729007721,0.519836962223053|0.4598439633846283|0.590205729007721,,0.4598439633846283,0,3,3,,,0.10036526620388031,True,1.0,-0.9643286069234213,sophia|beats|boy,0.519836962223053
Sentence,sentence_group,test,sophia beats charlie,(win charlie)|(win heidi)|(lose sophia),-0.4723496933778127,0.1487346589565277|-0.972496509552002|-0.5932872295379639,Canonical,0.08769726753234863,(win sophia)|(lose charlie)|(and (win sophia) (lose charlie)),0.6077390909194946,0.5558720231056213|0.48421162366867065|0.6077390909194946,,0.48421162366867065,0,3,3,,,0.08769726753234863,True,1.0,-0.9643286069234213,sophia|beats|charlie,0.5558720231056213
Sentence,sentence_group,test,sophia loses to boy,(lose charlie)|(win heidi)|(win sophia),-0.9273311495780945,-0.9066811800003052|-0.9180229902267456|-0.9572892785072327,Canonical,-0.02960813045501709,(win charlie)|(lose sophia)|(and (lose sophia) (win charlie)),0.8358156085014343,0.9030697345733643|0.8277777433395386|0.8358156085014343,,0.8277777433395386,0,3,3,,,-0.02960813045501709,True,1.0,-0.9568905035654703,sophia|loses|to|boy,0.9030697345733643
Sentence,sentence_group,test,sophia loses to charlie,(lose charlie)|(win heidi)|(win sophia),-0.9304036299387614,-0.9107435345649719|-0.9232883453369141|-0.9571790099143982,Canonical,-0.02934718132019043,(win charlie)|(lose sophia)|(and (lose sophia) (win charlie)),0.8384575247764587,0.906561553478241|0.8290478587150574|0.8384575247764587,,0.8290478587150574,0,3,3,,,-0.02934718132019043,True,1.0,-0.9568905035654703,sophia|loses|to|charlie,0.906561553478241
Complex_Event,complex_event,train,boy plays chess in bedroom,(play_game charlie hide_n_seek)|(location charlie playground),-0.8101842999458313,-0.9573636651039124|-0.6630049347877502,Canonical,-0.02038198709487915,(play_game charlie chess)|(location charlie bedroom)|(and (play_game charlie chess) (location charlie bedroom)),0.8781123161315918,0.9329530000686646|0.8640356063842773|0.8781123161315918,0.8640356063842773,,1,2,3,0.9329530000686646,,,True,1.0,-0.8382396101951599,boy|plays|chess|in|bedroom,
Complex_Event,complex_event,train,boy plays chess inside,(play_game charlie hide_n_seek)|(location charlie playground),-0.8154518902301788,-0.9505108594894409|-0.6803929209709167,Canonical,0.011446774005889893,"(play_game charlie chess)|(or (location charlie bathroom) (location charlie bedroom))|(or (and (play_game charlie chess) (location charlie bathroom))
    (and (play_game charlie chess) (location charlie bedroom)))",0.8826045393943787,0.9362195134162903|0.8060960173606873|0.8826045393943787,0.8060960173606873,,1,2,3,0.9362195134162903,,,True,1.0,-0.8350906670093536,boy|plays|chess|inside,
Complex_Event,complex_event,train,boy plays hide-and-seek in playground,(play_game charlie chess)|(location charlie bathroom)|(location charlie bedroom),-0.7748169898986816,-0.884053111076355|-0.6014992594718933|-0.8388985991477966,Canonical,-0.08456093072891235,(play_game charlie hide_n_seek)|(location charlie playground)|(and (play_game charlie hide_n_seek) (location charlie playground)),0.7108704447746277,0.8081020712852478|0.7827606797218323|0.7108704447746277,0.7827606797218323,,1,3,3,0.8081020712852478,,,True,1.0,-0.8122573892275492,boy|plays|hide-and-seek|in|playground,
Complex_Event,complex_event,train,boy plays hide-and-seek outside,(play_game charlie chess)|(location charlie bathroom)|(location charlie bedroom)|(play_game charlie soccer),-0.8211779594421387,-0.8537262082099915|-0.6683257818222046|-0.855078935623169|-0.9075809121131897,Canonical,-0.06468528509140015,"(play_game charlie hide_n_seek)|(or (location charlie playground) (location charlie street))|(or (and (play_game charlie hide_n_seek) (location charlie playground))
    (and (play_game charlie hide_n_seek) (location charlie street)))",0.7274299263954163,0.8004137277603149|0.7838166952133179|0.7274299263954163,0.7838166952133179,,1,4,3,0.8004137277603149,,,True,1.0,-0.8591746687889099,boy|plays|hide-and-seek|outside,
Complex_Event,complex_event,train,charlie plays chess in bedroom,(play_game charlie hide_n_seek)|(location charlie playground),-0.807027667760849,-0.9575738906860352|-0.6564814448356628,Canonical,-0.020022094249725342,(play_game charlie chess)|(location charlie bedroom)|(and (play_game charlie chess) (location charlie bedroom)),0.8777003884315491,0.9340143799781799|0.8614305853843689|0.8777003884315491,0.8614305853843689,,1,2,3,0.9340143799781799,,,True,1.0,-0.8382396101951599,charlie|plays|chess|in|bedroom,
Complex_Event,complex_event,train,charlie plays chess inside,(play_game charlie hide_n_seek)|(location charlie playground),-0.8115330636501312,-0.9502129554748535|-0.6728531718254089,Canonical,0.01246488094329834,"(play_game charlie chess)|(or (location charlie bathroom) (location charlie bedroom))|(or (and (play_game charlie chess) (location charlie bathroom))
    (and (play_game charlie chess) (location charlie bedroom)))",0.8817808628082275,0.9369478821754456|0.8016840815544128|0.8817808628082275,0.8016840815544128,,1,2,3,0.9369478821754456,,,True,1.0,-0.8350906670093536,charlie|plays|chess|inside,
Complex_Event,complex_event,train,charlie plays hide-and-seek in playground,(play_game charlie chess)|(location charlie bathroom)|(location charlie bedroom),-0.7761480212211609,-0.8836385607719421|-0.6038505434989929|-0.8409549593925476,Canonical,-0.08413776755332947,(play_game charlie hide_n_seek)|(location charlie playground)|(and (play_game charlie hide_n_seek) (location charlie playground)),0.7126607894897461,0.8089789748191833|0.7846181392669678|0.7126607894897461,0.7846181392669678,,1,3,3,0.8089789748191833,,,True,1.0,-0.8122573892275492,charlie|plays|hide-and-seek|in|playground,
Complex_Event,complex_event,train,charlie plays hide-and-seek outside,(play_game charlie chess)|(location charlie bathroom)|(location charlie bedroom)|(play_game charlie soccer),-0.8206714987754822,-0.8510505557060242|-0.6697747111320496|-0.8564450740814209|-0.9054156541824341,Canonical,-0.06448793411254883,"(play_game charlie hide_n_seek)|(or (location charlie playground) (location charlie street))|(or (and (play_game charlie hide_n_seek) (location charlie playground))
    (and (play_game charlie hide_n_seek) (location charlie street)))",0.7287339568138123,0.8012348413467407|0.7852089405059814|0.7287339568138123,0.7852089405059814,,1,4,3,0.8012348413467407,,,True,1.0,-0.8591746687889099,charlie|plays|hide-and-seek|outside,
Complex_Event,complex_event,train,chess is played by boy in bedroom,(play_game charlie hide_n_seek)|(location charlie playground),-0.8427117466926575,-0.9523152112960815|-0.7331082820892334,Canonical,-0.02056404948234558,(play_game charlie chess)|(location charlie bedroom)|(and (play_game charlie chess) (location charlie bedroom)),0.8885741829872131,0.9300022721290588|0.8882741928100586|0.8885741829872131,0.8882741928100586,,1,2,3,0.9300022721290588,,,True,1.0,-0.8382396101951599,chess|is|played|by|boy|in|bedroom,
Complex_Event,complex_event,train,chess is played by boy inside,(play_game charlie hide_n_seek)|(location charlie playground),-0.783849447965622,-0.9501429200172424|-0.6175559759140015,Canonical,0.017959505319595337,"(play_game charlie chess)|(or (location charlie bathroom) (location charlie bedroom))|(or (and (play_game charlie chess) (location charlie bathroom))
    (and (play_game charlie chess) (location charlie bedroom)))",0.872870922088623,0.9373824596405029|0.7724403738975525|0.872870922088623,0.7724403738975525,,1,2,3,0.9373824596405029,,,True,1.0,-0.8350906670093536,chess|is|played|by|boy|inside,
Complex_Event,complex_event,train,chess is played by charlie in bedroom,(play_game charlie hide_n_seek)|(location charlie playground),-0.8443159461021423,-0.9517199397087097|-0.736911952495575,Canonical,-0.02061954140663147,(play_game charlie chess)|(location charlie bedroom)|(and (play_game charlie chess) (location charlie bedroom)),0.888457179069519,0.9291181564331055|0.8890352845191956|0.888457179069519,0.8890352845191956,,1,2,3,0.9291181564331055,,,True,1.0,-0.8382396101951599,chess|is|played|by|charlie|in|bedroom,
Complex_Event,complex_event,train,chess is played by charlie inside,(play_game charlie hide_n_seek)|(location charlie playground),-0.7863018810749054,-0.9500969052314758|-0.622506856918335,Canonical,0.017536431550979614,"(play_game charlie chess)|(or (location charlie bathroom) (location charlie bedroom))|(or (and (play_game charlie chess) (location charlie bathroom))
    (and (play_game charlie chess) (location charlie bedroom)))",0.8736050128936768,0.9371675252914429|0.7749696373939514|0.8736050128936768,0.7749696373939514,,1,2,3,0.9371675252914429,,,True,1.0,-0.8350906670093536,chess|is|played|by|charlie|inside,
Complex_Event,complex_event,train,chess is played by heidi in bedroom,(play_game heidi hide_n_seek)|(location heidi playground),-0.9207896888256073,-0.9219152331352234|-0.9196641445159912,Canonical,-0.0376625657081604,(play_game heidi chess)|(location heidi bedroom)|(and (play_game heidi chess) (location heidi bedroom)),0.8983446955680847,0.9137371778488159|0.9582773447036743|0.8983446955680847,0.9582773447036743,,1,2,3,0.9137371778488159,,,True,1.0,-0.9640668332576752,chess|is|played|by|heidi|in|bedroom,
Complex_Event,complex_event,train,chess is played by heidi inside,(play_game heidi hide_n_seek)|(location heidi playground),-0.9191758930683136,-0.9332514405250549|-0.9051003456115723,Canonical,-0.032431453466415405,"(play_game heidi chess)|(or (location heidi bathroom) (location heidi bedroom))|(or (and (play_game heidi chess) (location heidi bathroom))
    (and (play_game heidi chess) (location heidi bedroom)))",0.9029196500778198,0.9252246022224426|0.9454776048660278|0.9029196500778198,0.9454776048660278,,1,2,3,0.9252246022224426,,,True,1.0,-0.963991791009903,chess|is|played|by|heidi|inside,
Complex_Event,complex_event,train,chess is played by sophia in bedroom,(play_game sophia hide_n_seek)|(location sophia playground),-0.9117396771907806,-0.9333628416061401|-0.8901165127754211,Canonical,-0.04459196329116821,(play_game sophia chess)|(location sophia bedroom)|(and (play_game sophia chess) (location sophia bedroom)),0.885235071182251,0.9153374433517456|0.9443166255950928|0.885235071182251,0.9443166255950928,,1,2,3,0.9153374433517456,,,True,1.0,-0.9356299340724945,chess|is|played|by|sophia|in|bedroom,
Complex_Event,complex_event,train,chess is played by sophia inside,(play_game sophia hide_n_seek)|(location sophia playground),-0.8876414000988007,-0.9192696809768677|-0.8560131192207336,Canonical,-0.045230597257614136,"(play_game sophia chess)|(or (location sophia bathroom) (location sophia bedroom))|(or (and (play_game sophia chess) (location sophia bathroom))
    (and (play_game sophia chess) (location sophia bedroom)))",0.8664709329605103,0.9068427681922913|0.9165602922439575|0.8664709329605103,0.9165602922439575,,1,2,3,0.9068427681922913,,,True,1.0,-0.9356296062469482,chess|is|played|by|sophia|inside,
Complex_Event,complex_event,train,heidi plays chess in bedroom,(play_game heidi hide_n_seek)|(location heidi playground),-0.9253700971603394,-0.9427852630615234|-0.9079549312591553,Canonical,-0.04693669080734253,(play_game heidi chess)|(location heidi bedroom)|(and (play_game heidi chess) (location heidi bedroom)),0.8767911791801453,0.8942883610725403|0.9531673789024353|0.8767911791801453,0.9531673789024353,,1,2,3,0.8942883610725403,,,True,1.0,-0.9640668332576752,heidi|plays|chess|in|bedroom,
Complex_Event,complex_event,train,heidi plays chess inside,(play_game heidi hide_n_seek)|(location heidi playground),-0.9415633678436279,-0.9455193877220154|-0.9376073479652405,Canonical,-0.03519287705421448,"(play_game heidi chess)|(or (location heidi bathroom) (location heidi bedroom))|(or (and (play_game heidi chess) (location heidi bathroom))
    (and (play_game heidi chess) (location heidi bedroom)))",0.9030569195747375,0.9132288098335266|0.9632707834243774|0.9030569195747375,0.9632707834243774,,1,2,3,0.9132288098335266,,,True,1.0,-0.963991791009903,heidi|plays|chess|inside,
Complex_Event,complex_event,train,heidi plays hide-and-seek in playground,(play_game heidi chess)|(location heidi bathroom)|(location heidi bedroom),-0.8507139086723328,-0.9790201783180237|-0.7119511961936951|-0.8611703515052795,Canonical,-0.04947686195373535,(play_game heidi hide_n_seek)|(location heidi playground)|(and (play_game heidi hide_n_seek) (location heidi playground)),0.8327309489250183,0.8855391144752502|0.8788765072822571|0.8327309489250183,0.8788765072822571,,1,3,3,0.8855391144752502,,,True,1.0,-0.8769794901212057,heidi|plays|hide-and-seek|in|playground,
Complex_Event,complex_event,train,heidi plays hide-and-seek outside,(play_game heidi chess)|(location heidi bathroom)|(location heidi bedroom)|(play_game heidi soccer),-0.8925663381814957,-0.9828599691390991|-0.729407012462616|-0.8637332916259766|-0.994265079498291,Canonical,-0.007547616958618164,"(play_game heidi hide_n_seek)|(or (location heidi playground) (location heidi street))|(or (and (play_game heidi hide_n_seek) (location heidi playground))
    (and (play_game heidi hide_n_seek) (location heidi street)))",0.8402606248855591,0.8904869556427002|0.8051295280456543|0.8402606248855591,0.8051295280456543,,1,4,3,0.8904869556427002,,,True,1.0,-0.9053597003221512,heidi|plays|hide-and-seek|outside,
Complex_Event,complex_event,train,hide-and-seek is played by boy in playground,(play_game charlie chess)|(location charlie bathroom)|(location charlie bedroom),-0.7559518019358317,-0.8515660762786865|-0.5834221839904785|-0.8328671455383301,Canonical,-0.08693748712539673,(play_game charlie hide_n_seek)|(location charlie playground)|(and (play_game charlie hide_n_seek) (location charlie playground)),0.7102189660072327,0.8205450773239136|0.7737678289413452|0.7102189660072327,0.7737678289413452,,1,3,3,0.8205450773239136,,,True,1.0,-0.8122573892275492,hide-and-seek|is|played|by|boy|in|playground,
Complex_Event,complex_event,train,hide-and-seek is played by boy outside,(play_game charlie chess)|(location charlie bathroom)|(location charlie bedroom)|(play_game charlie soccer),-0.8293898403644562,-0.9105217456817627|-0.6242883205413818|-0.8426176905632019|-0.9401316046714783,Canonical,-0.066277414560318,"(play_game charlie hide_n_seek)|(or (location charlie playground) (location charlie street))|(or (and (play_game charlie hide_n_seek) (location charlie playground))
    (and (play_game charlie hide_n_seek) (location charlie street)))",0.7260188460350037,0.8245171308517456|0.7600753903388977|0.7260188460350037,0.7600753903388977,,1,4,3,0.8245171308517456,,,True,1.0,-0.8591746687889099,hide-and-seek|is|played|by|boy|outside,
Complex_Event,complex_event,train,hide-and-seek is played by charlie in playground,(play_game charlie chess)|(location charlie bathroom)|(location charlie bedroom),-0.7579981088638306,-0.8549279570579529|-0.5848267674446106|-0.8342396020889282,Canonical,-0.08658960461616516,(play_game charlie hide_n_seek)|(location charlie playground)|(and (play_game charlie hide_n_seek) (location charlie playground)),0.7114808559417725,0.8211460709571838|0.7749948501586914|0.7114808559417725,0.7749948501586914,,1,3,3,0.8211460709571838,,,True,1.0,-0.8122573892275492,hide-and-seek|is|played|by|charlie|in|playground,
Complex_Event,complex_event,train,hide-and-seek is played by charlie outside,(play_game charlie chess)|(location charlie bathroom)|(location charlie bedroom)|(play_game charlie soccer),-0.8303542733192444,-0.9114688038825989|-0.6258978247642517|-0.8437510132789612|-0.9402994513511658,Canonical,-0.06603184342384338,"(play_game charlie hide_n_seek)|(or (location charlie playground) (location charlie street))|(or (and (play_game charlie hide_n_seek) (location charlie playground))
    (and (play_game charlie hide_n_seek) (location charlie street)))",0.7272104024887085,0.8251039981842041|0.7613804936408997|0.7272104024887085,0.7613804936408997,,1,4,3,0.8251039981842041,,,True,1.0,-0.8591746687889099,hide-and-seek|is|played|by|charlie|outside,
Complex_Event,complex_event,train,hide-and-seek is played by heidi in playground,(play_game heidi chess)|(location heidi bathroom)|(location heidi bedroom),-0.8569890856742859,-0.9723542332649231|-0.7304368019104004|-0.8681762218475342,Canonical,-0.04565039277076721,(play_game heidi hide_n_seek)|(location heidi playground)|(and (play_game heidi hide_n_seek) (location heidi playground)),0.8479680418968201,0.9010845422744751|0.8861523270606995|0.8479680418968201,0.8861523270606995,,1,3,3,0.9010845422744751,,,True,1.0,-0.8769794901212057,hide-and-seek|is|played|by|heidi|in|playground,
Complex_Event,complex_event,train,hide-and-seek is played by heidi outside,(play_game heidi chess)|(location heidi bathroom)|(location heidi bedroom)|(play_game heidi soccer),-0.8970591723918915,-0.9868614673614502|-0.7371028065681458|-0.8693200945854187|-0.9949523210525513,Canonical,-0.006295651197433472,"(play_game heidi hide_n_seek)|(or (location heidi playground) (location heidi street))|(or (and (play_game heidi hide_n_seek) (location heidi playground))
    (and (play_game heidi hide_n_seek) (location heidi street)))",0.8518939018249512,0.9040330052375793|0.8123461008071899|0.8518939018249512,0.8123461008071899,,1,4,3,0.9040330052375793,,,True,1.0,-0.9053597003221512,hide-and-seek|is|played|by|heidi|outside,
Complex_Event,complex_event,train,hide-and-seek is played by sophia in playground,(play_game sophia chess)|(location sophia bathroom)|(location sophia bedroom),-0.8654397328694662,-0.9769448637962341|-0.7367219924926758|-0.8826523423194885,Canonical,-0.041651517152786255,(play_game sophia hide_n_seek)|(location sophia playground)|(and (play_game sophia hide_n_seek) (location sophia playground)),0.8642202019691467,0.9116792678833008|0.9000641703605652|0.8642202019691467,0.9000641703605652,,1,3,3,0.9116792678833008,,,True,1.0,-0.8894106944402059,hide-and-seek|is|played|by|sophia|in|playground,
Complex_Event,complex_event,train,hide-and-seek is played by sophia outside,(play_game sophia chess)|(location sophia bathroom)|(location sophia bedroom)|(play_game sophia soccer),-0.9073216617107391,-0.9856732487678528|-0.7575798630714417|-0.8906565308570862|-0.9953770041465759,Canonical,-0.005819886922836304,"(play_game sophia hide_n_seek)|(or (location sophia playground) (location sophia street))|(or (and (play_game sophia hide_n_seek) (location sophia playground))
    (and (play_game sophia hide_n_seek) (location sophia street)))",0.8720575571060181,0.915088415145874|0.8406664729118347|0.8720575571060181,0.8406664729118347,,1,4,3,0.915088415145874,,,True,1.0,-0.9113074690103531,hide-and-seek|is|played|by|sophia|outside,
Complex_Event,complex_event,train,sophia plays chess in bedroom,(play_game sophia hide_n_seek)|(location sophia playground),-0.9358735680580139,-0.9513548016548157|-0.9203923344612122,Canonical,-0.0364471971988678,(play_game sophia chess)|(location sophia bedroom)|(and (play_game sophia chess) (location sophia bedroom)),0.9058995246887207,0.9263673424720764|0.9583261013031006|0.9058995246887207,0.9583261013031006,,1,2,3,0.9263673424720764,,,True,1.0,-0.9356299340724945,sophia|plays|chess|in|bedroom,
